,phase,IW LL,MMD,PPL,distortion,elbo,kl_prior_post,mean_mean,mean_scale,std_across_x_mean,std_across_x_scale,std_across_z_mean,std_across_z_scale,hyper params,objective,l_rate,dataset,image_or_language,beta_beta,free_bits,mdr_value,l_mmd,decoder,run_name
BETA-VAE beta 0.25 dec: PixelCNN++,test,-87.13499517059326,0.03162086009979248,,51.28809627098373,-89.95968318890921,38.67158740079856,0.01097864140609988,0.025754338248243816,1.0915377034416682,0.004900332360493043,1.074732858923417,0.011520682916611055,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.25, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.25] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:42'}",BETA-VAE,0.0,bmnist,image,0.25,0,0,0,cond_pixel_cnn_pp,(beta-vae-exp 6 oct) B-VAE[b=0.25] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:42
BETA-VAE beta 0.25 dec: PixelCNN++,valid,-88.00914722442627,0.02689981460571289,,51.77340867247763,-90.36863515346865,38.59522667414026,0.005787711292628679,0.025821263654322565,1.0907359183589114,0.004899465249073279,1.0657035746151888,0.01158695029024082,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.25, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.25] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:42'}",BETA-VAE,0.0,bmnist,image,0.25,0,0,0,cond_pixel_cnn_pp,(beta-vae-exp 6 oct) B-VAE[b=0.25] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:42
BETA-VAE beta 0.25 dec: PixelCNN++,train,,0.024796128273010254,,49.944991831279474,-88.516870113285,38.57187820395545,0.008068274618806782,0.025823909479676915,1.088752305111312,0.004928028689759314,1.0629556515942449,0.011623487486253919,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.25, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.25] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:42'}",BETA-VAE,0.0,bmnist,image,0.25,0,0,0,cond_pixel_cnn_pp,(beta-vae-exp 6 oct) B-VAE[b=0.25] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:42
BETA-VAE beta 0.5 dec: CNN.T,test,-90.64269609069824,0.023413777351379395,,69.17499537407598,-94.78957434545589,25.614579188672803,0.012898776773068629,0.09445573351805724,1.0649553552458557,0.03750685736819913,1.0486571713338924,0.0379524341301073,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.5, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'basic_deconv_decoder', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.5] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-12:30:07'}",BETA-VAE,0.0,bmnist,image,0.5,0,0,0,basic_deconv_decoder,(beta-vae-exp 6 oct) B-VAE[b=0.5] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-12:30:07
BETA-VAE beta 0.5 dec: CNN.T,valid,-91.36643428039551,0.02153623104095459,,69.59477060052413,-95.27654044235808,25.681769745259345,0.0020342000592146305,0.09382853223175942,1.0672702170625519,0.03748704233690153,1.0476136539555803,0.03770218869741959,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.5, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'basic_deconv_decoder', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.5] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-12:30:07'}",BETA-VAE,0.0,bmnist,image,0.5,0,0,0,basic_deconv_decoder,(beta-vae-exp 6 oct) B-VAE[b=0.5] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-12:30:07
BETA-VAE beta 0.5 dec: CNN.T,train,,0.023350238800048828,,66.14317451535588,-91.86177687388857,25.71860228048261,0.0029252972318176023,0.09417668436570546,1.0740658810071628,0.03745658465129945,1.0538238133006084,0.037882070149988165,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.5, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'basic_deconv_decoder', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.5] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-12:30:07'}",BETA-VAE,0.0,bmnist,image,0.5,0,0,0,basic_deconv_decoder,(beta-vae-exp 6 oct) B-VAE[b=0.5] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-12:30:07
BETA-VAE beta 0.5 dec: PixelCNN++,test,-82.16319806671143,0.007379651069641113,,57.67486562608163,-84.67347978036615,26.99861352654952,-0.0350087510327561,0.08366822432490843,1.0333876949322374,0.02494316479733473,1.0125243754326543,0.0514829733137843,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.5, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.5] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:42'}",BETA-VAE,0.0,bmnist,image,0.5,0,0,0,cond_pixel_cnn_pp,(beta-vae-exp 6 oct) B-VAE[b=0.5] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:42
BETA-VAE beta 0.5 dec: PixelCNN++,valid,-81.88573596191407,0.006013154983520508,,57.92301371127744,-84.87462075148957,26.951607136786738,-0.015434321730222281,0.08398314829491361,1.0300296635567388,0.025173269565912742,1.0110147482232203,0.052252413162702245,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.5, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.5] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:42'}",BETA-VAE,0.0,bmnist,image,0.5,0,0,0,cond_pixel_cnn_pp,(beta-vae-exp 6 oct) B-VAE[b=0.5] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:42
BETA-VAE beta 0.5 dec: PixelCNN++,train,,0.005623340606689453,,55.70757323945575,-82.64350424764102,26.935930754522534,-0.016358251965371298,0.08406598934584567,1.028869917478098,0.025545340536348046,1.008706111889666,0.052421128820351624,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.5, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.5] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:42'}",BETA-VAE,0.0,bmnist,image,0.5,0,0,0,cond_pixel_cnn_pp,(beta-vae-exp 6 oct) B-VAE[b=0.5] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:42
BETA-VAE beta 0.75 dec: CNN.T,test,-89.16846469879151,0.01565110683441162,,70.56166308439231,-93.12156831765476,22.559905402268036,0.009745619410083076,0.12780393377135071,1.0337868068791642,0.056378889734609215,1.0078835811796067,0.05752574430802201,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.75, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'basic_deconv_decoder', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.75] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-12:35:37'}",BETA-VAE,0.0,bmnist,image,0.75,0,0,0,basic_deconv_decoder,(beta-vae-exp 6 oct) B-VAE[b=0.75] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-12:35:37
BETA-VAE beta 0.75 dec: CNN.T,valid,-90.60914112854005,0.014209270477294922,,70.8849442880365,-93.53495711314527,22.650012390523017,-4.6713453057351744e-05,0.12764946484490286,1.0420908248877223,0.05639064958012557,1.0164829651011695,0.05728470284161689,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.75, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'basic_deconv_decoder', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.75] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-12:35:37'}",BETA-VAE,0.0,bmnist,image,0.75,0,0,0,basic_deconv_decoder,(beta-vae-exp 6 oct) B-VAE[b=0.75] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-12:35:37
BETA-VAE beta 0.75 dec: CNN.T,train,,0.01593613624572754,,67.9176937991091,-90.62134924691047,22.703655286823086,-0.001712111178483359,0.12816393001914939,1.0499271989783363,0.05648975296284232,1.0252025865227974,0.057768150268460786,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.75, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'basic_deconv_decoder', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.75] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-12:35:37'}",BETA-VAE,0.0,bmnist,image,0.75,0,0,0,basic_deconv_decoder,(beta-vae-exp 6 oct) B-VAE[b=0.75] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-12:35:37
BETA-VAE beta 0.75 dec: PixelCNN++,test,-80.41495685958863,0.0014401674270629883,,71.7828646309768,-80.58483355558371,8.801968659026713,0.0016272719938431783,0.51613629166084,0.7374931392790396,0.06042183270748658,0.7763382566126087,0.3225205646285528,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.75, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.75] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16'}",BETA-VAE,0.0,bmnist,image,0.75,0,0,0,cond_pixel_cnn_pp,(beta-vae-exp 6 oct) B-VAE[b=0.75] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16
BETA-VAE beta 0.75 dec: PixelCNN++,valid,-79.37015393447876,0.000668644905090332,,72.03436395186412,-80.81924882719788,8.78488469425636,0.0010600993648523986,0.5163538576681402,0.7386658636829521,0.06025450728550742,0.7746768465524987,0.32173352377324166,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.75, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.75] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16'}",BETA-VAE,0.0,bmnist,image,0.75,0,0,0,cond_pixel_cnn_pp,(beta-vae-exp 6 oct) B-VAE[b=0.75] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16
BETA-VAE beta 0.75 dec: PixelCNN++,train,,0.0008357763290405273,,70.43329686703889,-79.21176594297599,8.778468939349475,0.0010538058370625934,0.5165637691917322,0.7376633852034273,0.06044988510439463,0.7739860447471404,0.3215566154788522,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.75, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.75] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16'}",BETA-VAE,0.0,bmnist,image,0.75,0,0,0,cond_pixel_cnn_pp,(beta-vae-exp 6 oct) B-VAE[b=0.75] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16
BETA-VAE beta 1 dec: CNN.T,test,-89.82472608947754,0.011556148529052734,,72.11320997793463,-92.55103070222879,20.43782007241551,0.01483117767552185,0.1572830671373802,1.0083653987208498,0.07328484457316278,0.9882049696354926,0.07426255564146404,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 1.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'basic_deconv_decoder', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:39'}",BETA-VAE,0.0,bmnist,image,1.0,0,0,0,basic_deconv_decoder,(beta-vae-exp 6 oct) B-VAE[b=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:39
BETA-VAE beta 1 dec: CNN.T,valid,-89.76708408355712,0.009939193725585938,,72.65416099451765,-93.16970506499085,20.515544094616853,-0.0013489653146383648,0.15665742849247366,1.014494084104707,0.07352634359009658,0.9907825559000426,0.07368223222939274,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 1.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'basic_deconv_decoder', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:39'}",BETA-VAE,0.0,bmnist,image,1.0,0,0,0,basic_deconv_decoder,(beta-vae-exp 6 oct) B-VAE[b=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:39
BETA-VAE beta 1 dec: CNN.T,train,,0.009549498558044434,,70.10773680704024,-90.64861299558673,20.540876110496423,-0.003758783609660067,0.15717869539699897,1.020479211264559,0.07327135330270929,0.9967963036978641,0.07415008409630003,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 1.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'basic_deconv_decoder', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:39'}",BETA-VAE,0.0,bmnist,image,1.0,0,0,0,basic_deconv_decoder,(beta-vae-exp 6 oct) B-VAE[b=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:39
BETA-VAE beta 1 dec: PixelCNN++,test,-79.59755326843262,1.3828277587890625e-05,,80.35385856145545,-80.35452164275736,0.000663420466169762,-0.00030299425985573134,0.9963436179523226,0.007928208960809662,0.002189422880971356,0.008964379153013983,0.002193818325648391,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 1.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16'}",BETA-VAE,0.0,bmnist,image,1.0,0,0,0,cond_pixel_cnn_pp,(beta-vae-exp 6 oct) B-VAE[b=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16
BETA-VAE beta 1 dec: PixelCNN++,valid,-81.16472802352905,3.504753112792969e-05,,80.66311548933199,-80.66377538367163,0.0006597280985663963,-0.00026647335128277347,0.9963780513292626,0.007915305297916071,0.0021489519696635535,0.00899901481557496,0.002197397510297125,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 1.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16'}",BETA-VAE,0.0,bmnist,image,1.0,0,0,0,cond_pixel_cnn_pp,(beta-vae-exp 6 oct) B-VAE[b=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16
BETA-VAE beta 1 dec: PixelCNN++,train,,-2.562999725341797e-05,,78.89639219786505,-78.89704543794207,0.0006531581450539553,-0.0002449479133458896,0.9963945097020824,0.007861247575601272,0.002129884762153544,0.008969476441745563,0.0021971254758393903,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 1.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16'}",BETA-VAE,0.0,bmnist,image,1.0,0,0,0,cond_pixel_cnn_pp,(beta-vae-exp 6 oct) B-VAE[b=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16
BETA-VAE beta 1.5 dec: CNN.T,test,-88.856250831604,0.00851452350616455,,75.03808815871614,-92.98058145257491,17.942493438720703,0.013481010887160296,0.2035845563381533,0.9829495586926424,0.09163059803503978,0.9617214051983024,0.10450116856188714,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 1.5, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'basic_deconv_decoder', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=1.5] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:39'}",BETA-VAE,0.0,bmnist,image,1.5,0,0,0,basic_deconv_decoder,(beta-vae-exp 6 oct) B-VAE[b=1.5] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:39
BETA-VAE beta 1.5 dec: CNN.T,valid,-88.19181386566162,0.00623321533203125,,75.61226238781893,-93.66451746300805,18.052254857896248,-0.001344696418205394,0.20339079220083695,0.9956796048562738,0.09137824366364299,0.9747288476062727,0.10378896067791347,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 1.5, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'basic_deconv_decoder', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=1.5] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:39'}",BETA-VAE,0.0,bmnist,image,1.5,0,0,0,basic_deconv_decoder,(beta-vae-exp 6 oct) B-VAE[b=1.5] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:39
BETA-VAE beta 1.5 dec: CNN.T,train,,0.008025884628295898,,73.51721294822595,-91.57646036757838,18.059247497402495,-0.0011777024900698808,0.20434637981302597,1.0000390230542253,0.09159158018734449,0.9788836390161149,0.1044993004035157,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 1.5, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'basic_deconv_decoder', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=1.5] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:39'}",BETA-VAE,0.0,bmnist,image,1.5,0,0,0,basic_deconv_decoder,(beta-vae-exp 6 oct) B-VAE[b=1.5] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:39
BETA-VAE beta 1.5 dec: PixelCNN++,test,-81.76283665466309,1.1086463928222656e-05,,80.46883276444447,-80.46892499320114,9.229592619761471e-05,0.0009421602376335878,0.9982954942727391,4.494565789023403e-05,0.0005878742240498998,0.003271448437737513,0.0008894933138596766,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 1.5, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=1.5] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16'}",BETA-VAE,0.0,bmnist,image,1.5,0,0,0,cond_pixel_cnn_pp,(beta-vae-exp 6 oct) B-VAE[b=1.5] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16
BETA-VAE beta 1.5 dec: PixelCNN++,valid,-81.68999522018433,-7.271766662597656e-05,,80.74533177629301,-80.74542323245278,9.14345443642203e-05,0.0009413357894820503,0.9983185831504532,4.448961136646015e-05,0.0005819153658090795,0.0032721685740766645,0.0008888089988097738,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 1.5, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=1.5] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16'}",BETA-VAE,0.0,bmnist,image,1.5,0,0,0,cond_pixel_cnn_pp,(beta-vae-exp 6 oct) B-VAE[b=1.5] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16
BETA-VAE beta 1.5 dec: PixelCNN++,train,,-3.635883331298828e-05,,78.84337610113042,-78.84346769288983,9.11293492671531e-05,0.000941037711308664,0.9983269398474632,4.43221061591558e-05,0.0005797258092333441,0.003272430608620691,0.000888561637437357,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 1.5, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=1.5] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16'}",BETA-VAE,0.0,bmnist,image,1.5,0,0,0,cond_pixel_cnn_pp,(beta-vae-exp 6 oct) B-VAE[b=1.5] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-06-10:00:16
BETA-VAE beta 2 dec: CNN.T,test,-89.52598666763306,0.007866740226745605,,79.18193498442444,-95.00029957445362,15.81836463831648,0.010663384760754284,0.24903319511986985,0.9704100497161285,0.10296501143823696,0.9537219148647936,0.1241593639118762,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 2.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'basic_deconv_decoder', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=2.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:39'}",BETA-VAE,0.0,bmnist,image,2.0,0,0,0,basic_deconv_decoder,(beta-vae-exp 6 oct) B-VAE[b=2.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-08:38:39
